hard,title,maker,date,sales,ruikei,year,url
Vita,ファンタシースターオンライン2 スペシャルパッケージ,セガ,2013/2/28,108343,108343,2013,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=%E3%83%95%E3%82%A1%E3%83%B3%E3%82%BF%E3%82%B7%E3%83%BC%E3%82%B9%E3%82%BF%E3%83%BC%E3%82%AA%E3%83%B3%E3%83%A9%E3%82%A4%E3%83%B32+%E3%82%B9%E3%83%9A%E3%82%B7%E3%83%A3%E3%83%AB%E3%83%91%E3%83%83%E3%82%B1%E3%83%BC%E3%82%B8&tag=zoocar-22&link_code=wql&_encoding=UTF-8
PSP,シャイニング・アーク,セガ,2013/2/28,104689,104689,2013,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=%E3%82%B7%E3%83%A3%E3%82%A4%E3%83%8B%E3%83%B3%E3%82%B0%E3%83%BB%E3%82%A2%E3%83%BC%E3%82%AF&tag=zoocar-22&link_code=wql&_encoding=UTF-8
Vita,ワンピース 海賊無双2,バンナム,2013/3/20,103757,103757,2013,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=%E3%83%AF%E3%83%B3%E3%83%94%E3%83%BC%E3%82%B9+%E6%B5%B7%E8%B3%8A%E7%84%A1%E5%8F%8C2&tag=zoocar-22&link_code=wql&_encoding=UTF-8
WiiU,NewスーパールイージU,任天堂,2013/7/13,100231,100231,2013,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=New%E3%82%B9%E3%83%BC%E3%83%91%E3%83%BC%E3%83%AB%E3%82%A4%E3%83%BC%E3%82%B8U&tag=zoocar-22&link_code=wql&_encoding=UTF-8
PS3,サカつく プロサッカークラブをつくろう！,セガ,2013/10/10,100018,100018,2013,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=%E3%82%B5%E3%82%AB%E3%81%A4%E3%81%8F+%E3%83%97%E3%83%AD%E3%82%B5%E3%83%83%E3%82%AB%E3%83%BC%E3%82%AF%E3%83%A9%E3%83%96%E3%82%92%E3%81%A4%E3%81%8F%E3%82%8D%E3%81%86%EF%BC%81&tag=zoocar-22&link_code=wql&_encoding=UTF-8
Vita,ダンガンロンパ1・2 Reload,スパイク・チュンソフト,2013/10/10,99610,99610,2013,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=%E3%83%80%E3%83%B3%E3%82%AC%E3%83%B3%E3%83%AD%E3%83%B3%E3%83%911%E3%83%BB2+Reload&tag=zoocar-22&link_code=wql&_encoding=UTF-8
3DS,クマ・トモ,バンナム,2013/6/20,99283,99283,2013,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=%E3%82%AF%E3%83%9E%E3%83%BB%E3%83%88%E3%83%A2&tag=zoocar-22&link_code=wql&_encoding=UTF-8
PS3,コールオブデューティ ブラックオプスII（吹き替え版）,スクエニ,2012/12/20,98995,182280,2013,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=%E3%82%B3%E3%83%BC%E3%83%AB%E3%82%AA%E3%83%96%E3%83%87%E3%83%A5%E3%83%BC%E3%83%86%E3%82%A3+%E3%83%96%E3%83%A9%E3%83%83%E3%82%AF%E3%82%AA%E3%83%97%E3%82%B9II%EF%BC%88%E5%90%B9%E3%81%8D%E6%9B%BF%E3%81%88%E7%89%88%EF%BC%89&tag=zoocar-22&link_code=wql&_encoding=UTF-8
PSP,フェイト/エクストラ CCC,マーベラスAQL,2013/3/28,98105,98105,2013,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=%E3%83%95%E3%82%A7%E3%82%A4%E3%83%88%EF%BC%8F%E3%82%A8%E3%82%AF%E3%82%B9%E3%83%88%E3%83%A9+CCC&tag=zoocar-22&link_code=wql&_encoding=UTF-8
3DS,大合奏！バンドブラザーズP,任天堂,2013/11/14,97982,97982,2013,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=%E5%A4%A7%E5%90%88%E5%A5%8F%EF%BC%81%E3%83%90%E3%83%B3%E3%83%89%E3%83%96%E3%83%A9%E3%82%B6%E3%83%BC%E3%82%BAP&tag=zoocar-22&link_code=wql&_encoding=UTF-8
3DS,レイトン教授VS逆転裁判,レベルファイブ,2012/11/29,96693,328861,2013,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=%E3%83%AC%E3%82%A4%E3%83%88%E3%83%B3%E6%95%99%E6%8E%88VS%E9%80%86%E8%BB%A2%E8%A3%81%E5%88%A4&tag=zoocar-22&link_code=wql&_encoding=UTF-8
WiiU,太鼓の達人 Wii Uば～じょん,バンナム,2013/11/21,96076,96076,2013,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=%E5%A4%AA%E9%BC%93%E3%81%AE%E9%81%94%E4%BA%BA+Wii+U%E3%81%B0%E3%80%9C%E3%81%98%E3%82%87%E3%82%93&tag=zoocar-22&link_code=wql&_encoding=UTF-8
3DS,妖怪ウォッチ2 元祖／本家,レベルファイブ,2014/7/10,3050178,3050178,2014,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=%E5%A6%96%E6%80%AA%E3%82%A6%E3%82%A9%E3%83%83%E3%83%812+%E5%85%83%E7%A5%96%EF%BC%8F%E6%9C%AC%E5%AE%B6&tag=zoocar-22&link_code=wql&_encoding=UTF-8
3DS,ポケットモンスター オメガルビー／アルファサファイア,ポケモン,2014/11/21,2464850,2464850,2014,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=%E3%83%9D%E3%82%B1%E3%83%83%E3%83%88%E3%83%A2%E3%83%B3%E3%82%B9%E3%82%BF%E3%83%BC+%E3%82%AA%E3%83%A1%E3%82%AC%E3%83%AB%E3%83%93%E3%83%BC%E3%83%BB%E3%82%A2%E3%83%AB%E3%83%95%E3%82%A1%E3%82%B5%E3%83%95%E3%82%A1%E3%82%A4%E3%82%A2&tag=zoocar-22&link_code=wql&_encoding=UTF-8
3DS,モンスターハンター4G,カプコン,2014/10/11,2381177,2381177,2014,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=%E3%83%A2%E3%83%B3%E3%82%B9%E3%82%BF%E3%83%BC%E3%83%8F%E3%83%B3%E3%82%BF%E3%83%BC4G&tag=zoocar-22&link_code=wql&_encoding=UTF-8
3DS,大乱闘スマッシュブラザーズ for Nintendo 3DS,任天堂,2014/9/13,2066022,2066022,2014,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=%E5%A4%A7%E4%B9%B1%E9%97%98%E3%82%B9%E3%83%9E%E3%83%83%E3%82%B7%E3%83%A5%E3%83%96%E3%83%A9%E3%82%B6%E3%83%BC%E3%82%BA+for+Nintendo+3DS&tag=zoocar-22&link_code=wql&_encoding=UTF-8
3DS,妖怪ウォッチ2 真打,レベルファイブ,2014/12/13,2007327,2007327,2014,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=%E5%A6%96%E6%80%AA%E3%82%A6%E3%82%A9%E3%83%83%E3%83%812+%E7%9C%9F%E6%89%93&tag=zoocar-22&link_code=wql&_encoding=UTF-8
3DS,妖怪ウォッチ,レベルファイブ,2013/7/11,994346,1280799,2014,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=%E5%A6%96%E6%80%AA%E3%82%A6%E3%82%A9%E3%83%83%E3%83%81&tag=zoocar-22&link_code=wql&_encoding=UTF-8
WiiU,マリオカート8,任天堂,2014/5/29,842053,842053,2014,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=%E3%83%9E%E3%83%AA%E3%82%AA%E3%82%AB%E3%83%BC%E3%83%888&tag=zoocar-22&link_code=wql&_encoding=UTF-8
3DS,ドラゴンクエストモンスターズ2　イルとルカの不思議なふしぎな鍵,スクエニ,2014/2/6,748139,748139,2014,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=%E3%83%89%E3%83%A9%E3%82%B4%E3%83%B3%E3%82%AF%E3%82%A8%E3%82%B9%E3%83%88%E3%83%A2%E3%83%B3%E3%82%B9%E3%82%BF%E3%83%BC%E3%82%BA2%E3%80%80%E3%82%A4%E3%83%AB%E3%81%A8%E3%83%AB%E3%82%AB%E3%81%AE%E4%B8%8D%E6%80%9D%E8%AD%B0%E3%81%AA%E3%81%B5%E3%81%97%E3%81%8E%E3%81%AA%E9%8D%B5&tag=zoocar-22&link_code=wql&_encoding=UTF-8
3DS,星のカービィ トリプルデラックス,任天堂,2014/1/11,687957,687957,2014,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=%E6%98%9F%E3%81%AE%E3%82%AB%E3%83%BC%E3%83%93%E3%82%A3+%E3%83%88%E3%83%AA%E3%83%97%E3%83%AB%E3%83%87%E3%83%A9%E3%83%83%E3%82%AF%E3%82%B9&tag=zoocar-22&link_code=wql&_encoding=UTF-8
WiiU,大乱闘スマッシュブラザーズ for WiiU,任天堂,2014/12/6,478366,478366,2014,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=%E5%A4%A7%E4%B9%B1%E9%97%98%E3%82%B9%E3%83%9E%E3%83%83%E3%82%B7%E3%83%A5%E3%83%96%E3%83%A9%E3%82%B6%E3%83%BC%E3%82%BA+for+WiiU&tag=zoocar-22&link_code=wql&_encoding=UTF-8
3DS,マリオパーティ アイランドツアー,任天堂,2014/3/20,467935,467935,2014,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=%E3%83%9E%E3%83%AA%E3%82%AA%E3%83%91%E3%83%BC%E3%83%86%E3%82%A3+%E3%82%A2%E3%82%A4%E3%83%A9%E3%83%B3%E3%83%89%E3%83%84%E3%82%A2%E3%83%BC&tag=zoocar-22&link_code=wql&_encoding=UTF-8
3DS,ポケットモンスターX／Y,ポケモン,2013/10/12,463630,4440459,2014,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=%E3%83%9D%E3%82%B1%E3%83%83%E3%83%88%E3%83%A2%E3%83%B3%E3%82%B9%E3%82%BF%E3%83%BCX%E3%83%BBY&tag=zoocar-22&link_code=wql&_encoding=UTF-8
3DS,パズドラZ,ガンホー・オンライン・エンターテイメント,2013/12/12,426726,1432423,2014,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=%E3%83%91%E3%82%BA%E3%83%89%E3%83%A9Z&tag=zoocar-22&link_code=wql&_encoding=UTF-8
PS4,KNACK（ナック）,SCE,2014/2/22,398685,398685,2014,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=KNACK%EF%BC%88%E3%83%8A%E3%83%83%E3%82%AF%EF%BC%89&tag=zoocar-22&link_code=wql&_encoding=UTF-8
PS3,機動戦士ガンダム エクストリームバーサス フルブースト,バンナム,2014/1/30,367354,367354,2014,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=%E6%A9%9F%E5%8B%95%E6%88%A6%E5%A3%AB%E3%82%AC%E3%83%B3%E3%83%80%E3%83%A0+%E3%82%A8%E3%82%AF%E3%82%B9%E3%83%88%E3%83%AA%E3%83%BC%E3%83%A0%E3%83%90%E3%83%BC%E3%82%B5%E3%82%B9+%E3%83%95%E3%83%AB%E3%83%96%E3%83%BC%E3%82%B9%E3%83%88&tag=zoocar-22&link_code=wql&_encoding=UTF-8
PS3,DARK SOULS II（ダークソウルII）,フロム・ソフトウェア,2014/3/13,335226,335226,2014,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=DARK+SOULS+II%EF%BC%88%E3%83%80%E3%83%BC%E3%82%AF%E3%82%BD%E3%82%A6%E3%83%ABII%EF%BC%89&tag=zoocar-22&link_code=wql&_encoding=UTF-8
Vita,フリーダムウォーズ,SCE,2014/6/26,280361,280361,2014,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=%E3%83%95%E3%83%AA%E3%83%BC%E3%83%80%E3%83%A0%E3%82%A6%E3%82%A9%E3%83%BC%E3%82%BA&tag=zoocar-22&link_code=wql&_encoding=UTF-8
WiiU,Wii Party U,任天堂,2013/10/31,261228,779994,2014,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=Wii+Party+U&tag=zoocar-22&link_code=wql&_encoding=UTF-8
PS3,龍が如く 維新！,セガ,2014/2/22,250937,250937,2014,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=%E9%BE%8D%E3%81%8C%E5%A6%82%E3%81%8F+%E7%B6%AD%E6%96%B0%EF%BC%81&tag=zoocar-22&link_code=wql&_encoding=UTF-8
3DS,ヨッシーNewアイランド,任天堂,2014/7/24,249016,249016,2014,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=%E3%83%A8%E3%83%83%E3%82%B7%E3%83%BCNew%E3%82%A2%E3%82%A4%E3%83%A9%E3%83%B3%E3%83%89&tag=zoocar-22&link_code=wql&_encoding=UTF-8
PS3,メタルギアソリッドV グラウンド・ゼロズ,KONAMI,2014/3/20,248164,248164,2014,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=%E3%83%A1%E3%82%BF%E3%83%AB%E3%82%AE%E3%82%A2%E3%82%BD%E3%83%AA%E3%83%83%E3%83%89V+%E3%82%B0%E3%83%A9%E3%82%A6%E3%83%B3%E3%83%89%E3%83%BB%E3%82%BC%E3%83%AD%E3%82%BA&tag=zoocar-22&link_code=wql&_encoding=UTF-8
PS3,戦国無双4,コーエーテクモゲームス,2014/3/20,246662,246662,2014,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=%E6%88%A6%E5%9B%BD%E7%84%A1%E5%8F%8C4&tag=zoocar-22&link_code=wql&_encoding=UTF-8
3DS,ペルソナQ シャドウ オブ ザ ラビリンス,アトラス,2014/6/5,244796,244796,2014,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=%E3%83%9A%E3%83%AB%E3%82%BD%E3%83%8AQ+%E3%82%B7%E3%83%A3%E3%83%89%E3%82%A6+%E3%82%AA%E3%83%96+%E3%82%B6+%E3%83%A9%E3%83%93%E3%83%AA%E3%83%B3%E3%82%B9&tag=zoocar-22&link_code=wql&_encoding=UTF-8
3DS,モンスターハンター4,カプコン,2013/9/14,237380,3530692,2014,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=%E3%83%A2%E3%83%B3%E3%82%B9%E3%82%BF%E3%83%BC%E3%83%8F%E3%83%B3%E3%82%BF%E3%83%BC4&tag=zoocar-22&link_code=wql&_encoding=UTF-8
3DS,太鼓の達人 どんとかつの時空大冒険,バンナム,2014/6/26,236456,236456,2014,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=%E5%A4%AA%E9%BC%93%E3%81%AE%E9%81%94%E4%BA%BA+%E3%81%A9%E3%82%93%E3%81%A8%E3%81%8B%E3%81%A4%E3%81%AE%E6%99%82%E7%A9%BA%E5%A4%A7%E5%86%92%E9%99%BA&tag=zoocar-22&link_code=wql&_encoding=UTF-8
WiiU,NewスーパーマリオブラザーズU,任天堂,2012/12/8,235725,1201519,2014,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=New%E3%82%B9%E3%83%BC%E3%83%91%E3%83%BC%E3%83%9E%E3%83%AA%E3%82%AA%E3%83%96%E3%83%A9%E3%82%B6%E3%83%BC%E3%82%BAU&tag=zoocar-22&link_code=wql&_encoding=UTF-8
3DS,とびだせ どうぶつの森,任天堂,2012/11/8,232273,4249432,2014,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=%E3%81%A8%E3%81%B3%E3%81%A0%E3%81%9B+%E3%81%A9%E3%81%86%E3%81%B6%E3%81%A4%E3%81%AE%E6%A3%AE&tag=zoocar-22&link_code=wql&_encoding=UTF-8
PS3,戦国BASARA4,カプコン,2014/1/23,231351,231351,2014,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=%E6%88%A6%E5%9B%BDBASARA4&tag=zoocar-22&link_code=wql&_encoding=UTF-8
3DS,牧場物語 つながる新天地,マーベラスAQL,2014/2/27,220599,220599,2014,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=%E7%89%A7%E5%A0%B4%E7%89%A9%E8%AA%9E+%E3%81%A4%E3%81%AA%E3%81%8C%E3%82%8B%E6%96%B0%E5%A4%A9%E5%9C%B0&tag=zoocar-22&link_code=wql&_encoding=UTF-8
Vita,ソードアート・オンライン-ホロウ・フラグメント-,バンナム,2014/4/24,218874,218874,2014,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=%E3%82%BD%E3%83%BC%E3%83%89%E3%82%A2%E3%83%BC%E3%83%88%E3%83%BB%E3%82%AA%E3%83%B3%E3%83%A9%E3%82%A4%E3%83%B3-%E3%83%9B%E3%83%AD%E3%82%A6%E3%83%BB%E3%83%95%E3%83%A9%E3%82%B0%E3%83%A1%E3%83%B3%E3%83%88-&tag=zoocar-22&link_code=wql&_encoding=UTF-8
3DS,ファイナルファンタジー エクスプローラーズ,スクエニ,2014/12/18,212204,212204,2014,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=%E3%83%95%E3%82%A1%E3%82%A4%E3%83%8A%E3%83%AB%E3%83%95%E3%82%A1%E3%83%B3%E3%82%BF%E3%82%B8%E3%83%BC+%E3%82%A8%E3%82%AF%E3%82%B9%E3%83%97%E3%83%AD%E3%83%BC%E3%83%A9%E3%83%BC%E3%82%BA&tag=zoocar-22&link_code=wql&_encoding=UTF-8
PS3,第3次スーパーロボット大戦Z 時獄篇,バンナム,2014/4/10,205319,205319,2014,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=%E7%AC%AC3%E6%AC%A1%E3%82%B9%E3%83%BC%E3%83%91%E3%83%BC%E3%83%AD%E3%83%9C%E3%83%83%E3%83%88%E5%A4%A7%E6%88%A6Z+%E6%99%82%E7%8D%84%E7%AF%87&tag=zoocar-22&link_code=wql&_encoding=UTF-8
3DS,マリオカート7,任天堂,2011/12/1,189271,2355274,2014,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=%E3%83%9E%E3%83%AA%E3%82%AA%E3%82%AB%E3%83%BC%E3%83%887&tag=zoocar-22&link_code=wql&_encoding=UTF-8
PS3,Jスターズ ビクトリーバーサス,バンナム,2014/3/19,180904,180904,2014,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=J%E3%82%B9%E3%82%BF%E3%83%BC%E3%82%BA+%E3%83%93%E3%82%AF%E3%83%88%E3%83%AA%E3%83%BC%E3%83%90%E3%83%BC%E3%82%B5%E3%82%B9&tag=zoocar-22&link_code=wql&_encoding=UTF-8
3DS,ゼルダの伝説 神々のトライフォース2,任天堂,2013/12/26,180215,405633,2014,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=%E3%82%BC%E3%83%AB%E3%83%80%E3%81%AE%E4%BC%9D%E8%AA%AC+%E7%A5%9E%E3%80%85%E3%81%AE%E3%83%88%E3%83%A9%E3%82%A4%E3%83%95%E3%82%A9%E3%83%BC%E3%82%B92&tag=zoocar-22&link_code=wql&_encoding=UTF-8
3DS,カセキホリダー ムゲンギア,任天堂,2014/2/27,171974,171974,2014,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=%E3%82%AB%E3%82%BB%E3%82%AD%E3%83%9B%E3%83%AA%E3%83%80%E3%83%BC+%E3%83%A0%E3%82%B2%E3%83%B3%E3%82%AE%E3%82%A2&tag=zoocar-22&link_code=wql&_encoding=UTF-8
3DS,ドラゴンボールヒーローズ アルティメットミッション2,バンナム,2014/8/7,165636,165636,2014,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=%E3%83%89%E3%83%A9%E3%82%B4%E3%83%B3%E3%83%9C%E3%83%BC%E3%83%AB%E3%83%92%E3%83%BC%E3%83%AD%E3%83%BC%E3%82%BA+%E3%82%A2%E3%83%AB%E3%83%86%E3%82%A3%E3%83%A1%E3%83%83%E3%83%88%E3%83%9F%E3%83%83%E3%82%B7%E3%83%A7%E3%83%B32&tag=zoocar-22&link_code=wql&_encoding=UTF-8
WiiU,スーパーマリオ 3Dワールド,任天堂,2013/11/21,163501,573542,2014,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=%E3%82%B9%E3%83%BC%E3%83%91%E3%83%BC%E3%83%9E%E3%83%AA%E3%82%AA+3D%E3%83%AF%E3%83%BC%E3%83%AB%E3%83%89&tag=zoocar-22&link_code=wql&_encoding=UTF-8
Vita,第3次スーパーロボット大戦Z 時獄篇,バンナム,2014/4/10,158974,158974,2014,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=%E7%AC%AC3%E6%AC%A1%E3%82%B9%E3%83%BC%E3%83%91%E3%83%BC%E3%83%AD%E3%83%9C%E3%83%83%E3%83%88%E5%A4%A7%E6%88%A6Z+%E6%99%82%E7%8D%84%E7%AF%87&tag=zoocar-22&link_code=wql&_encoding=UTF-8
PS3,ワールドサッカー ウイニングイレブン2014 蒼き侍の挑戦,KONAMI,2014/5/22,154699,154699,2014,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=%E3%83%AF%E3%83%BC%E3%83%AB%E3%83%89%E3%82%B5%E3%83%83%E3%82%AB%E3%83%BC+%E3%82%A6%E3%82%A4%E3%83%8B%E3%83%B3%E3%82%B0%E3%82%A4%E3%83%AC%E3%83%96%E3%83%B32014+%E8%92%BC%E3%81%8D%E4%BE%8D%E3%81%AE%E6%8C%91%E6%88%A6&tag=zoocar-22&link_code=wql&_encoding=UTF-8
Vita,討鬼伝 極,コーエーテクモゲームス,2014/8/28,148562,148562,2014,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=%E8%A8%8E%E9%AC%BC%E4%BC%9D+%E6%A5%B5&tag=zoocar-22&link_code=wql&_encoding=UTF-8
3DS,戦闘中 伝説の忍とサバイバルバトル！,バンナム,2013/10/17,146517,341435,2014,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=%E6%88%A6%E9%97%98%E4%B8%AD+%E4%BC%9D%E8%AA%AC%E3%81%AE%E5%BF%8D%E3%81%A8%E3%82%B5%E3%83%90%E3%82%A4%E3%83%90%E3%83%AB%E3%83%90%E3%83%88%E3%83%AB%EF%BC%81&tag=zoocar-22&link_code=wql&_encoding=UTF-8
Vita,Jスターズ ビクトリーバーサス,バンナム,2014/3/19,143178,143178,2014,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=J%E3%82%B9%E3%82%BF%E3%83%BC%E3%82%BA+%E3%83%93%E3%82%AF%E3%83%88%E3%83%AA%E3%83%BC%E3%83%90%E3%83%BC%E3%82%B5%E3%82%B9&tag=zoocar-22&link_code=wql&_encoding=UTF-8
PS3,キングダム ハーツ-HD 2.5 リミックス-,スクエニ,2014/10/2,140507,140507,2014,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=%E3%82%AD%E3%83%B3%E3%82%B0%E3%83%80%E3%83%A0+%E3%83%8F%E3%83%BC%E3%83%84-HD+2.5+%E3%83%AA%E3%83%9F%E3%83%83%E3%82%AF%E3%82%B9-&tag=zoocar-22&link_code=wql&_encoding=UTF-8
Vita,初音ミク-プロジェクトディーヴァ-F 2nd,セガ,2014/3/27,139515,139515,2014,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=%E5%88%9D%E9%9F%B3%E3%83%9F%E3%82%AF-%E3%83%97%E3%83%AD%E3%82%B8%E3%82%A7%E3%82%AF%E3%83%88%E3%83%87%E3%82%A3%E3%83%BC%E3%83%B4%E3%82%A1-F+2nd&tag=zoocar-22&link_code=wql&_encoding=UTF-8
PS3,コール オブ デューティ アドバンスド・ウォーフェア（字幕版）,スクエニ,2014/11/13,139428,139428,2014,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=%E3%82%B3%E3%83%BC%E3%83%AB+%E3%82%AA%E3%83%96+%E3%83%87%E3%83%A5%E3%83%BC%E3%83%86%E3%82%A3+%E3%82%A2%E3%83%89%E3%83%90%E3%83%B3%E3%82%B9%E3%83%89%E3%83%BB%E3%82%A6%E3%82%A9%E3%83%BC%E3%83%95%E3%82%A7%E3%82%A2%EF%BC%88%E5%AD%97%E5%B9%95%E7%89%88%EF%BC%89&tag=zoocar-22&link_code=wql&_encoding=UTF-8
PS3,ワールドサッカー ウイニングイレブン2015,KONAMI,2014/11/13,138278,138278,2014,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=%E3%83%AF%E3%83%BC%E3%83%AB%E3%83%89%E3%82%B5%E3%83%83%E3%82%AB%E3%83%BC+%E3%82%A6%E3%82%A4%E3%83%8B%E3%83%B3%E3%82%B0%E3%82%A4%E3%83%AC%E3%83%96%E3%83%B32015&tag=zoocar-22&link_code=wql&_encoding=UTF-8
PS4,メタルギアソリッドV グラウンド・ゼロズ,KONAMI,2014/3/20,136507,136507,2014,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=%E3%83%A1%E3%82%BF%E3%83%AB%E3%82%AE%E3%82%A2%E3%82%BD%E3%83%AA%E3%83%83%E3%83%89V+%E3%82%B0%E3%83%A9%E3%82%A6%E3%83%B3%E3%83%89%E3%83%BB%E3%82%BC%E3%83%AD%E3%82%BA&tag=zoocar-22&link_code=wql&_encoding=UTF-8
Vita,ファンタシースターノヴァ,セガ,2014/11/27,135961,135961,2014,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=%E3%83%95%E3%82%A1%E3%83%B3%E3%82%BF%E3%82%B7%E3%83%BC%E3%82%B9%E3%82%BF%E3%83%BC%E3%83%8E%E3%83%B4%E3%82%A1&tag=zoocar-22&link_code=wql&_encoding=UTF-8
3DS,ドラゴンクエストX　オンライン,スクエニ,2014/9/4,129918,129918,2014,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=%E3%83%89%E3%83%A9%E3%82%B4%E3%83%B3%E3%82%AF%E3%82%A8%E3%82%B9%E3%83%88X%E3%80%80%E3%82%AA%E3%83%B3%E3%83%A9%E3%82%A4%E3%83%B3&tag=zoocar-22&link_code=wql&_encoding=UTF-8
3DS,シアトリズム ファイナルファンタジー カーテンコール,スクエニ,2014/4/24,127949,127949,2014,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=%E3%82%B7%E3%82%A2%E3%83%88%E3%83%AA%E3%82%BA%E3%83%A0+%E3%83%95%E3%82%A1%E3%82%A4%E3%83%8A%E3%83%AB%E3%83%95%E3%82%A1%E3%83%B3%E3%82%BF%E3%82%B8%E3%83%BC+%E3%82%AB%E3%83%BC%E3%83%86%E3%83%B3%E3%82%B3%E3%83%BC%E3%83%AB&tag=zoocar-22&link_code=wql&_encoding=UTF-8
PS3,プロ野球スピリッツ2014,KONAMI,2014/3/20,127019,127019,2014,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=%E3%83%97%E3%83%AD%E9%87%8E%E7%90%83%E3%82%B9%E3%83%94%E3%83%AA%E3%83%83%E3%83%842014&tag=zoocar-22&link_code=wql&_encoding=UTF-8
3DS,トモダチコレクション 新生活,任天堂,2013/4/18,126198,1706265,2014,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=%E3%83%88%E3%83%A2%E3%83%80%E3%83%81%E3%82%B3%E3%83%AC%E3%82%AF%E3%82%B7%E3%83%A7%E3%83%B3+%E6%96%B0%E7%94%9F%E6%B4%BB&tag=zoocar-22&link_code=wql&_encoding=UTF-8
PS3,グランド・セフト・オートV,ロックスター・ゲームス,2013/10/10,123182,729064,2014,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=%E3%82%B0%E3%83%A9%E3%83%B3%E3%83%89%E3%83%BB%E3%82%BB%E3%83%95%E3%83%88%E3%83%BB%E3%82%AA%E3%83%BC%E3%83%88V&tag=zoocar-22&link_code=wql&_encoding=UTF-8
PS4,龍が如く 維新！,セガ,2014/2/22,122474,122474,2014,http://www.amazon.co.jp/s/?url=search-alias=blended&field-keywords=%E9%BE%8D%E3%81%8C%E5%A6%82%E3%81%8F+%E7%B6%AD%E6%96%B0%EF%BC%81&tag=zoocar-22&link_code=wql&_encoding=UTF-8
